Continent,Country,Province-eng,Province-chi,Town-eng,Town-chi,Source
North America,United States 美國,California,加罅寬尼省,Walnut Grove,汪古路埠,"Wong Kin, 1913"
North America,United States 美國,California,加罅寬尼省,Washington,華盛頓埠,"Wong Kin, 1913"
North America,United States 美國,California,加罅寬尼省,Watsonville,挖臣威埠,"Wong Kin, 1913"
North America,United States 美國,California,加罅寬尼省,Weaverville,委罷埠 又名委罷威利埠,"Wong Kin, 1913"
North America,United States 美國,California,加罅寬尼省,Wheatland,活崙埠,"Wong Kin, 1913"
North America,United States 美國,California,加罅寬尼省,Williams,委林士埠,"Wong Kin, 1913"
North America,United States 美國,California,加罅寬尼省,Willits,委列市埠,"Wong Kin, 1913"
North America,United States 美國,California,加罅寬尼省,Winters,呍打市埠,"Wong Kin, 1913"
North America,United States 美國,California,加罅寬尼省,Woodland,鬱崙埠,"Wong Kin, 1913"
North America,United States 美國,California,加罅寬尼省,Yreka,委李架埠,"Wong Kin, 1913"
North America,United States 美國,California,加罅寬尼省,Yuba,夭巴埠,"Wong Kin, 1913"
North America,United States 美國,Colorado,哥羅拉多省,Colorado Springs,卡路李度市比令,"Wong Kin, 1913"
North America,United States 美國,Colorado,哥羅拉多省,Denver,剪化埠,"Wong Kin, 1913"
North America,United States 美國,Colorado,哥羅拉多省,Durango,子吟哥埠,"Wong Kin, 1913"
North America,United States 美國,Colorado,哥羅拉多省,Loveland,笠崙埠,"Wong Kin, 1913"
North America,United States 美國,Colorado,哥羅拉多省,Ouray,夭李埠,"Wong Kin, 1913"
North America,United States 美國,Colorado,哥羅拉多省,Pueblo,漂步路埠,"Wong Kin, 1913"
North America,United States 美國,Colorado,哥羅拉多省,Trinidad,千里達埠,"Wong Kin, 1913"
North America,United States 美國,Connecticut,根內第克省,Bridgeport,必珠砵埠,"Wong Kin, 1913"
North America,United States 美國,Connecticut,根內第克省,Hartford,哈咈埠,"Wong Kin, 1913"
North America,United States 美國,Connecticut,根內第克省,New Britain,紐布烈頓埠,"Wong Kin, 1913"
North America,United States 美國,Connecticut,根內第克省,Waterbury,窩打跛利埠,"Wong Kin, 1913"
North America,United States 美國,District of Columbia,哥林比縣,Washington,嘩盛頓京城,"Wong Kin, 1913"
North America,United States 美國,Florida,咈囉稜斯省,Jacksonville,昃愼委利埠,"Wong Kin, 1913"
North America,United States 美國,Florida,咈囉稜斯省,Key West,企委市埠,"Wong Kin, 1913"
North America,United States 美國,Florida,咈囉稜斯省,Pensacola,片市巧罅埠,"Wong Kin, 1913"
North America,United States 美國,Florida,咈囉稜斯省,Tampa,添步埠,"Wong Kin, 1913"
North America,United States 美國,Florida,咈囉稜斯省,Ybor,夭巴埠,"Wong Kin, 1913"
North America,United States 美國,Georgia,阻支亞省,Augusta,澳加市地埠,"Wong Kin, 1913"
North America,United States 美國,Georgia,阻支亞省,Rome,羅馬埠,"Wong Kin, 1913"
North America,United States 美國,Georgia,阻支亞省,Savannah,士榮拿埠,"Wong Kin, 1913"
North America,United States 美國,Georgia,阻支亞省,Thomasville,多馬市委埠,"Wong Kin, 1913"
North America,United States 美國,Georgia,阻支亞省,Washington,嘩愼頓埠,"Wong Kin, 1913"
North America,United States 美國,Idaho,哀大后省,Bellevue,比李胡埠,"Wong Kin, 1913"
North America,United States 美國,Idaho,哀大后省,Boise,貝市埠,"Wong Kin, 1913"
North America,United States 美國,Idaho,哀大后省,De Lamar,的拉馬埠,"Wong Kin, 1913"
North America,United States 美國,Idaho,哀大后省,Hailey,喜利埠,"Wong Kin, 1913"
North America,United States 美國,Idaho,哀大后省,Hope,斛埠,"Wong Kin, 1913"
North America,United States 美國,Idaho,哀大后省,Idaho City,埃地賀埠 又名哀大后,"Wong Kin, 1913"
North America,United States 美國,Idaho,哀大后省,Lewiston,藟市頓埠,"Wong Kin, 1913"
North America,United States 美國,Idaho,哀大后省,Mountain Home,網頓坎埠,"Wong Kin, 1913"
North America,United States 美國,Idaho,哀大后省,Nampa,稔巴埠,"Wong Kin, 1913"
North America,United States 美國,Idaho,哀大后省,Placerville,怕拉沙委埠,"Wong Kin, 1913"
North America,United States 美國,Idaho,哀大后省,Pocatello,卜忌斜罅埠,"Wong Kin, 1913"
North America,United States 美國,Idaho,哀大后省,Salmon,所羅門埠,"Wong Kin, 1913"
North America,United States 美國,Idaho,哀大后省,Shoshone,梳順埠,"Wong Kin, 1913"
North America,United States 美國,Idaho,哀大后省,Silver City,水路吪失地埠,"Wong Kin, 1913"
North America,United States 美國,Illinois,爹路奈省,Chicago,市加咕埠,"Wong Kin, 1913"
North America,United States 美國,Illinois,爹路奈省,Danville,賛威利埠,"Wong Kin, 1913"
North America,United States 美國,Illinois,爹路奈省,Jacksonville,昃愼委地埠,"Wong Kin, 1913"
North America,United States 美國,Illinois,爹路奈省,Joliet,周李的埠,"Wong Kin, 1913"
North America,United States 美國,Illinois,爹路奈省,Kankakee,乾企忌埠,"Wong Kin, 1913"
North America,United States 美國,Illinois,爹路奈省,Springfield,市比冷啡路埠,"Wong Kin, 1913"
North America,United States 美國,Indiana,印地那阿省,Anderson,旦打臣埠,"Wong Kin, 1913"
North America,United States 美國,Indiana,印地那阿省,Indianapolis,印地鴨步市埠,"Wong Kin, 1913"
North America,United States 美國,Indiana,印地那阿省,Logansport,羅近市砵埠,"Wong Kin, 1913"
North America,United States 美國,Iowa,底路委省,Davenport,姊運砵埠,"Wong Kin, 1913"
North America,United States 美國,Iowa,底路委省,Dubuque,粗表葵埠,"Wong Kin, 1913"
North America,United States 美國,Iowa,底路委省,Fort Dodge,伙租珠埠,"Wong Kin, 1913"
North America,United States 美國,Iowa,底路委省,Iowa City,底路委埠,"Wong Kin, 1913"
North America,United States 美國,Kentucky,根德基省,Ashland,底市崙埠,"Wong Kin, 1913"
North America,United States 美國,Kentucky,根德基省,Covington,哥永頓埠,"Wong Kin, 1913"
North America,United States 美國,Kentucky,根德基省,Lafayette,罅啡盆地埠,"Wong Kin, 1913"
North America,United States 美國,Louisiana,魯西安那省,Monroe,莽羅埠,"Wong Kin, 1913"
North America,United States 美國,Louisiana,魯西安那省,New Orleans,紐柯連埠,"Wong Kin, 1913"
North America,United States 美國,Louisiana,魯西安那省,Shreveport,市粒砵埠,"Wong Kin, 1913"
North America,United States 美國,Maine,緬省,Rumford,杬佛埠,"Wong Kin, 1913"
North America,United States 美國,Maryland,美利蘭省,Baltimore,波地磨埠,"Wong Kin, 1913"
North America,United States 美國,Massachusetts,瑪撒朱色省,Adams,打暫埠,"Wong Kin, 1913"
North America,United States 美國,Massachusetts,瑪撒朱色省,Attleboro,的罅布路埠,"Wong Kin, 1913"
North America,United States 美國,Massachusetts,瑪撒朱色省,Boston,波市頓埠,"Wong Kin, 1913"
North America,United States 美國,Massachusetts,瑪撒朱色省,Brookline,布碌崙埠,"Wong Kin, 1913"
North America,United States 美國,Massachusetts,瑪撒朱色省,Cambridge,錦步列珠埠,"Wong Kin, 1913"
North America,United States 美國,Massachusetts,瑪撒朱色省,Canton,頃滄埠,"Wong Kin, 1913"
North America,United States 美國,Massachusetts,瑪撒朱色省,Charleston,搾李市頓埠,"Wong Kin, 1913"
North America,United States 美國,Massachusetts,瑪撒朱色省,Dorchester,早且市打埠 又名早市打埠,"Wong Kin, 1913"
North America,United States 美國,Massachusetts,瑪撒朱色省,Fall River,伙路笠罷埠,"Wong Kin, 1913"
North America,United States 美國,Massachusetts,瑪撒朱色省,Jamaica Plain,針美加普連埠,"Wong Kin, 1913"
North America,United States 美國,Massachusetts,瑪撒朱色省,Lawrence,老崙埠,"Wong Kin, 1913"
North America,United States 美國,Massachusetts,瑪撒朱色省,Lowell,羅委路埠,"Wong Kin, 1913"
North America,United States 美國,Massachusetts,瑪撒朱色省,Lynn,阿連埠,"Wong Kin, 1913"
North America,United States 美國,Massachusetts,瑪撒朱色省,New Bedford,紐必佛埠,"Wong Kin, 1913"
North America,United States 美國,Massachusetts,瑪撒朱色省,Roxbury,羅市巴利埠,"Wong Kin, 1913"
North America,United States 美國,Massachusetts,瑪撒朱色省,Salem,西林埠,"Wong Kin, 1913"
North America,United States 美國,Massachusetts,瑪撒朱色省,Somerville,森嗎威利埠,"Wong Kin, 1913"
North America,United States 美國,Massachusetts,瑪撒朱色省,Springfield,市比令啡路埠,"Wong Kin, 1913"
North America,United States 美國,Massachusetts,瑪撒朱色省,West Lynn,委市連埠,"Wong Kin, 1913"
North America,United States 美國,Massachusetts,瑪撒朱色省,Worcester,和沙市打埠,"Wong Kin, 1913"
North America,United States 美國,Michigan,美西干省 又名美視堅省,Battle Creek,八自利姬力埠,"Wong Kin, 1913"
North America,United States 美國,Michigan,美西干省 又名美視堅省,Calumet,加路密埠,"Wong Kin, 1913"
North America,United States 美國,Michigan,美西干省 又名美視堅省,Detroit,積彩埠,"Wong Kin, 1913"
North America,United States 美國,Michigan,美西干省 又名美視堅省,Grand Rapids,加蘭李弼市埠,"Wong Kin, 1913"
North America,United States 美國,Michigan,美西干省 又名美視堅省,Iron Mountain,埃安綱頓埠,"Wong Kin, 1913"
North America,United States 美國,Minnesota,珉尼梭達省 又名明尼梳打省,Duluth,都魯夫埠,"Wong Kin, 1913"
North America,United States 美國,Minnesota,珉尼梭達省 又名明尼梳打省,Minneapolis,明荅荅普利市,"Wong Kin, 1913"
North America,United States 美國,Minnesota,珉尼梭達省 又名明尼梳打省,St. Paul,聖保羅埠,"Wong Kin, 1913"
North America,United States 美國,Mississippi,密士失必省,Arcola,西哥罅埠,"Wong Kin, 1913"
North America,United States 美國,Mississippi,密士失必省,Canton,頃滄埠,"Wong Kin, 1913"
North America,United States 美國,Mississippi,密士失必省,Clarksdale,卡勒市姐埠,"Wong Kin, 1913"
North America,United States 美國,Mississippi,密士失必省,Coahoma,高堪馬埠,"Wong Kin, 1913"
North America,United States 美國,Mississippi,密士失必省,Columbia,哥林波埠,"Wong Kin, 1913"
North America,United States 美國,Mississippi,密士失必省,Greenville,哥連委埠,"Wong Kin, 1913"
North America,United States 美國,Missouri,米蘇利省,Excelsior Springs,益寫沙市布令,"Wong Kin, 1913"
North America,United States 美國,Missouri,米蘇利省,Kansas City,頃沙市失地埠,"Wong Kin, 1913"
North America,United States 美國,Missouri,米蘇利省,St. Louis,聖藟埠,"Wong Kin, 1913"
North America,United States 美國,Montana,文千拿省 又名門達那省,Anaconda,典地港打埠,"Wong Kin, 1913"
North America,United States 美國,Montana,文千拿省 又名門達那省,Billings,比令市頓埠,"Wong Kin, 1913"
North America,United States 美國,Montana,文千拿省 又名門達那省,Bozeman,保市文埠,"Wong Kin, 1913"
North America,United States 美國,Montana,文千拿省 又名門達那省,Butte,猫失地埠,"Wong Kin, 1913"
North America,United States 美國,Montana,文千拿省 又名門達那省,Dillon,爹崙埠,"Wong Kin, 1913"
North America,United States 美國,Montana,文千拿省 又名門達那省,Havre,哈巴埠,"Wong Kin, 1913"
North America,United States 美國,Montana,文千拿省 又名門達那省,Helena,希連拿埠,"Wong Kin, 1913"
North America,United States 美國,Montana,文千拿省 又名門達那省,Kalispell,茄李士跛埠,"Wong Kin, 1913"
North America,United States 美國,Montana,文千拿省 又名門達那省,Lewiston,李威市頓埠,"Wong Kin, 1913"
North America,United States 美國,Montana,文千拿省 又名門達那省,Livingston,笠定市頓埠,"Wong Kin, 1913"
North America,United States 美國,Montana,文千拿省 又名門達那省,Miles City,米路市埠,"Wong Kin, 1913"
North America,United States 美國,Montana,文千拿省 又名門達那省,Missoula,尾所罅埠,"Wong Kin, 1913"
North America,United States 美國,Montana,文千拿省 又名門達那省,Whitefish,渴非市埠,"Wong Kin, 1913"
North America,United States 美國,Nebraska,紐布拉市架省 又名尼伯拉斯嘎省,Hastings,喜市靜市埠,"Wong Kin, 1913"
North America,United States 美國,Nebraska,紐布拉市架省 又名尼伯拉斯嘎省,Omaha,多馬河埠,"Wong Kin, 1913"
North America,United States 美國,Nevada,那必地省 又名那法大省,Austin,柯市頓埠,"Wong Kin, 1913"
North America,United States 美國,Nevada,那必地省 又名那法大省,Carlin,卡連埠,"Wong Kin, 1913"
North America,United States 美國,Nevada,那必地省 又名那法大省,Carson City,卡臣矢地埠,"Wong Kin, 1913"
North America,United States 美國,Nevada,那必地省 又名那法大省,Dayton,卽頓埠,"Wong Kin, 1913"
North America,United States 美國,Nevada,那必地省 又名那法大省,De Lamar,姐拉馬埠,"Wong Kin, 1913"
North America,United States 美國,Nevada,那必地省 又名那法大省,Elko,埃路高埠,"Wong Kin, 1913"
North America,United States 美國,Nevada,那必地省 又名那法大省,Eureka,夭李架埠,"Wong Kin, 1913"
North America,United States 美國,Nevada,那必地省 又名那法大省,Hawthorne,夏桑埠,"Wong Kin, 1913"
North America,United States 美國,Nevada,那必地省 又名那法大省,Lovelock,笠洛市埠,"Wong Kin, 1913"
North America,United States 美國,Nevada,那必地省 又名那法大省,Montello,網自羅埠,"Wong Kin, 1913"
North America,United States 美國,Nevada,那必地省 又名那法大省,Reno,李糯埠,"Wong Kin, 1913"
North America,United States 美國,Nevada,那必地省 又名那法大省,Schurz,梳市埠,"Wong Kin, 1913"
North America,United States 美國,Nevada,那必地省 又名那法大省,Stillwater,市子窩打埠,"Wong Kin, 1913"
North America,United States 美國,Nevada,那必地省 又名那法大省,Tonopah,寸地普埠,"Wong Kin, 1913"
North America,United States 美國,Nevada,那必地省 又名那法大省,Virginia City,扶振拿失地埠,"Wong Kin, 1913"
North America,United States 美國,Nevada,那必地省 又名那法大省,Wells,委路市埠,"Wong Kin, 1913"
North America,United States 美國,Nevada,那必地省 又名那法大省,Winnemucca,委林陌埠,"Wong Kin, 1913"
North America,United States 美國,New Hampshire,紐罕什爾省 又名紐坎沙省,Manchester,緬且市打埠,"Wong Kin, 1913"
North America,United States 美國,New Jersey,紐者西省,Camden,冚頓埠,"Wong Kin, 1913"
North America,United States 美國,New Jersey,紐者西省,Jersey City,者西失地埠,"Wong Kin, 1913"
North America,United States 美國,New Jersey,紐者西省,Newark,弩特埠,"Wong Kin, 1913"
North America,United States 美國,New Mexico,新墨西哥省,Albuquerque,答部隙埠,"Wong Kin, 1913"
North America,United States 美國,New Mexico,新墨西哥省,Deming,点面埠,"Wong Kin, 1913"
North America,United States 美國,New Mexico,新墨西哥省,Fort Wingate,伙呍埠 又名伙榮吉埠,"Wong Kin, 1913"
North America,United States 美國,New Mexico,新墨西哥省,Las Vegas,拉市委加市埠,"Wong Kin, 1913"
North America,United States 美國,New Mexico,新墨西哥省,Lordsburg,律市卜埠,"Wong Kin, 1913"
North America,United States 美國,New Mexico,新墨西哥省,Roswell,路市威兒埠,"Wong Kin, 1913"
North America,United States 美國,New Mexico,新墨西哥省,Silver City,舍路巴埠,"Wong Kin, 1913"
North America,United States 美國,New Mexico,新墨西哥省,Tucumcari,道錦卡利埠,"Wong Kin, 1913"
North America,United States 美國,New York,紐約省,Albany,阿兵尼埠,"Wong Kin, 1913"
North America,United States 美國,New York,紐約省,Brooklyn,補碌崙埠,"Wong Kin, 1913"
North America,United States 美國,New York,紐約省,Buffalo,保扶羅埠,"Wong Kin, 1913"
North America,United States 美國,New York,紐約省,City of New York,紐約埠 又名祖家,"Wong Kin, 1913"
North America,United States 美國,North Carolina,北卡路連拿省,High Point,體泮埠,"Wong Kin, 1913"
North America,United States 美國,North Carolina,北卡路連拿省,Wilmington,威緬頓埠,"Wong Kin, 1913"
North America,United States 美國,North Dakota,北的高德省,Bismarck,北市麥埠,"Wong Kin, 1913"
North America,United States 美國,North Dakota,北的高德省,Grand Forks,加蘭福市埠,"Wong Kin, 1913"
North America,United States 美國,North Dakota,北的高德省,Minot,明訥埠,"Wong Kin, 1913"
North America,United States 美國,Ohio,阿海阿省,Akron,屋企倫埠,"Wong Kin, 1913"
North America,United States 美國,Ohio,阿海阿省,Canton,頃滄埠,"Wong Kin, 1913"
North America,United States 美國,Ohio,阿海阿省,Cincinnati,仙仙尼大埠,"Wong Kin, 1913"
North America,United States 美國,Ohio,阿海阿省,Cleveland,企李扶崙埠,"Wong Kin, 1913"
North America,United States 美國,Ohio,阿海阿省,Columbus,哥林布市埠,"Wong Kin, 1913"
North America,United States 美國,Ohio,阿海阿省,Dayton,積頓 又名姐頓,"Wong Kin, 1913"
North America,United States 美國,Ohio,阿海阿省,Lima,啉嗎埠,"Wong Kin, 1913"
North America,United States 美國,Ohio,阿海阿省,London,蘭頓 又名倫頓,"Wong Kin, 1913"
North America,United States 美國,Ohio,阿海阿省,Newark,那鈪埠,"Wong Kin, 1913"
North America,United States 美國,Ohio,阿海阿省,Toledo,都李杜埠,"Wong Kin, 1913"
North America,United States 美國,Oklahoma,屋加堪馬省 又名屋喇夏瑪省,Ardmore,握摩埠,"Wong Kin, 1913"
North America,United States 美國,Oklahoma,屋加堪馬省 又名屋喇夏瑪省,Oklahoma,屋加堪馬埠,"Wong Kin, 1913"
North America,United States 美國,Oregon,柯利近省,Ashland,打市崙埠,"Wong Kin, 1913"
North America,United States 美國,Oregon,柯利近省,Astoria,埃市左利埠,"Wong Kin, 1913"
North America,United States 美國,Oregon,柯利近省,Baker City,碧架埠,"Wong Kin, 1913"
North America,United States 美國,Oregon,柯利近省,Dallas,打罅市埠,"Wong Kin, 1913"
North America,United States 美國,Oregon,柯利近省,Huntington,坦靜頓埠,"Wong Kin, 1913"
North America,United States 美國,Oregon,柯利近省,La Grande,碌古茄令埠,"Wong Kin, 1913"
North America,United States 美國,Oregon,柯利近省,Oregon City,柯利近雪地埠,"Wong Kin, 1913"
North America,United States 美國,Oregon,柯利近省,Pendleton,片利頓埠,"Wong Kin, 1913"
North America,United States 美國,Oregon,柯利近省,Portland,砵崙埠,"Wong Kin, 1913"
North America,United States 美國,Oregon,柯利近省,Roseburg,勞士卜埠,"Wong Kin, 1913"
North America,United States 美國,Oregon,柯利近省,Salem,西林埠,"Wong Kin, 1913"
North America,United States 美國,Oregon,柯利近省,Sumpter,心打埠,"Wong Kin, 1913"
North America,United States 美國,Pennsylvania,片沙云尼省 又名片司非捏省,Allegheny,爹利堅汝埠,"Wong Kin, 1913"
North America,United States 美國,Pennsylvania,片沙云尼省 又名片司非捏省,Homestead,坎市積埠,"Wong Kin, 1913"
North America,United States 美國,Pennsylvania,片沙云尼省 又名片司非捏省,Newcastle,紐加市自路埠,"Wong Kin, 1913"
North America,United States 美國,Pennsylvania,片沙云尼省 又名片司非捏省,Philadelphia,費城埠,"Wong Kin, 1913"
North America,United States 美國,Pennsylvania,片沙云尼省 又名片司非捏省,Pittsburg,必珠卜埠,"Wong Kin, 1913"
North America,United States 美國,Pennsylvania,片沙云尼省 又名片司非捏省,Uniontown,夭寅倉埠,"Wong Kin, 1913"
North America,United States 美國,Pennsylvania,片沙云尼省 又名片司非捏省,Washington,華盛頓埠,"Wong Kin, 1913"
North America,United States 美國,Rhode Island,羅達矮倫省 又名羅達矮倫島,Providence,普羅雲進市埠 又名布罅威頓埠,"Wong Kin, 1913"
North America,United States 美國,South Carolina,南加羅里那省,Charleston,渣李市頓埠,"Wong Kin, 1913"
North America,United States 美國,South Dakota,南達哥達省,Deadwood,積鬱埠,"Wong Kin, 1913"
North America,United States 美國,Texas,德撒司省 又名七沙市省,Austin,多市頓埠,"Wong Kin, 1913"
North America,United States 美國,Texas,德撒司省 又名七沙市省,Beaumont,鏢滿埠,"Wong Kin, 1913"
North America,United States 美國,Texas,德撒司省 又名七沙市省,Dalhart,爹路血埠,"Wong Kin, 1913"
North America,United States 美國,Texas,德撒司省 又名七沙市省,Dallas,打罅市埠,"Wong Kin, 1913"
North America,United States 美國,Texas,德撒司省 又名七沙市省,El Paso,爹路把梳埠,"Wong Kin, 1913"
North America,United States 美國,Texas,德撒司省 又名七沙市省,Fort Worth,伙鬱士埠,"Wong Kin, 1913"
North America,United States 美國,Texas,德撒司省 又名七沙市省,Galveston,加話市頓埠,"Wong Kin, 1913"
North America,United States 美國,Texas,德撒司省 又名七沙市省,Houston,敲市頓埠,"Wong Kin, 1913"
North America,United States 美國,Texas,德撒司省 又名七沙市省,San Antonio,山日村拿埠,"Wong Kin, 1913"
North America,United States 美國,Texas,德撒司省 又名七沙市省,Waco,役咕埠,"Wong Kin, 1913"
North America,United States 美國,Utah,幼他省 又名夭打省,Ogden,悪頓埠,"Wong Kin, 1913"
North America,United States 美國,Utah,幼他省 又名夭打省,Park City,柏失地埠,"Wong Kin, 1913"
North America,United States 美國,Utah,幼他省 又名夭打省,Salt Lake City,梳力埠,"Wong Kin, 1913"
North America,United States 美國,Virginia,維真尼亞省 又名斐真伊亞省,Norfolk,那福埠,"Wong Kin, 1913"
North America,United States 美國,Virginia,維真尼亞省 又名斐真伊亞省,Richmond,列珠文埠,"Wong Kin, 1913"
North America,United States 美國,Washington,華盛頓省,Daisy,姐市埠,"Wong Kin, 1913"
North America,United States 美國,Washington,華盛頓省,Ellensburg,埃崙市僕埠,"Wong Kin, 1913"
North America,United States 美國,Washington,華盛頓省,Hoquiam,浩勤埠,"Wong Kin, 1913"
North America,United States 美國,Washington,華盛頓省,North Yakima,益加磨埠,"Wong Kin, 1913"
North America,United States 美國,Washington,華盛頓省,Olympia,朶林跛埠,"Wong Kin, 1913"
North America,United States 美國,Washington,華盛頓省,Pasco,怕市哥埠,"Wong Kin, 1913"
North America,United States 美國,Washington,華盛頓省,Port Townsend,砵黨順埠,"Wong Kin, 1913"
North America,United States 美國,Washington,華盛頓省,Seattle,舍路埠,"Wong Kin, 1913"
North America,United States 美國,Washington,華盛頓省,South Bend,稍夫品埠,"Wong Kin, 1913"
North America,United States 美國,Washington,華盛頓省,Spokane,市卜頃埠,"Wong Kin, 1913"
North America,United States 美國,Washington,華盛頓省,Tacoma,地冚巴埠,"Wong Kin, 1913"
North America,United States 美國,Washington,華盛頓省,Walla Walla,抓李抓罅埠,"Wong Kin, 1913"
North America,United States 美國,Wisconsin,偉斯根辛省,Milwaukee,美路獲忌埠,"Wong Kin, 1913"
North America,United States 美國,Wyoming,委阿明省,Casper,加市巴埠,"Wong Kin, 1913"
North America,United States 美國,Wyoming,委阿明省,Cheyenne,耍衍埠,"Wong Kin, 1913"
North America,United States 美國,Wyoming,委阿明省,Evanston,依云市頓埠,"Wong Kin, 1913"
North America,United States 美國,Wyoming,委阿明省,Green River,企粦李巴埠,"Wong Kin, 1913"
North America,United States 美國,Wyoming,委阿明省,Lander,蘭打埠,"Wong Kin, 1913"
North America,United States 美國,Wyoming,委阿明省,Rock Springs,洛士丙鈴埠,"Wong Kin, 1913"
North America,United States 美國,Wyoming,委阿明省,Sheridan,舍利進埠,"Wong Kin, 1913"
North America,United States 美國,Hawaii,美屬夏威嶼羣島,Hanapepe,限拿跛跛埠,"Wong Kin, 1913"
North America,United States 美國,Hawaii,美屬夏威嶼羣島,Hanalei,限禮拿埠,"Wong Kin, 1913"
North America,United States 美國,Hawaii,美屬夏威嶼羣島,Hilo,希爐埠,"Wong Kin, 1913"
North America,United States 美國,Hawaii,美屬夏威嶼羣島,Honolulu,檀香山正埠,"Wong Kin, 1913"
North America,United States 美國,Hawaii,美屬夏威嶼羣島,Honokaa,漢那加埠,"Wong Kin, 1913"
North America,United States 美國,Hawaii,美屬夏威嶼羣島,Kahului,加口藟埠,"Wong Kin, 1913"
North America,United States 美國,Hawaii,美屬夏威嶼羣島,Kapaa,加委埠 又名加把埠,"Wong Kin, 1913"
North America,United States 美國,Hawaii,美屬夏威嶼羣島,Koloa,高佬亞埠,"Wong Kin, 1913"
North America,United States 美國,Hawaii,美屬夏威嶼羣島,Lahaina,刺軒拿埠,"Wong Kin, 1913"
North America,United States 美國,Hawaii,美屬夏威嶼羣島,Waiahua,位亞魯埠,"Wong Kin, 1913"
North America,United States 美國,Hawaii,美屬夏威嶼羣島,Wailuku,位碌咕埠,"Wong Kin, 1913"
North America,United States 美國,Colorado,,Hamilton,杭面顿,美洲致公堂與大同報
North America,United States 美國,Alabama,,Mobile,莫比利,美洲致公堂與大同報
North America,United States 美國,Alabama,,Montgomery,孟金利,美洲致公堂與大同報
North America,United States 美國,Arizona,,Clifton,企粒顿,美洲致公堂與大同報
North America,United States 美國,Arizona,,Flagstaff,夫冷士塔,美洲致公堂與大同報
North America,United States 美國,Arizona,,Globe,古碌,美洲致公堂與大同報
North America,United States 美國,Arizona,,Phoenix,非匿,美洲致公堂與大同報
North America,United States 美國,Arizona,,Prescott,巴士杰,美洲致公堂與大同報
North America,United States 美國,Arizona,,Winslow,云士路,美洲致公堂與大同報
North America,United States 美國,California,,Bakersfield,北加非,美洲致公堂與大同報
North America,United States 美國,California,,Fresno,非士那,美洲致公堂與大同報
North America,United States 美國,California,,Gilroy,吉来,美洲致公堂與大同報
North America,United States 美國,California,,Guadalupe,和老比,美洲致公堂與大同報
North America,United States 美國,California,,Hanford,轩佛,美洲致公堂與大同報
North America,United States 美國,California,,Jackson,掌慎,美洲致公堂與大同報
North America,United States 美國,California,,Lompoc,林卜,美洲致公堂與大同報
North America,United States 美國,California,,Los Angeles,罗省,美洲致公堂與大同報
North America,United States 美國,California,,Merced,马些,美洲致公堂與大同報
North America,United States 美國,California,,Needles,汝路士,美洲致公堂與大同報
North America,United States 美國,California,,Oxnard,恶市拿,美洲致公堂與大同報
North America,United States 美國,California,,Riverside,粒巴洗,美洲致公堂與大同報
North America,United States 美國,California,,San Bernardino,山班典那,美洲致公堂與大同報
North America,United States 美國,California,,San Diego,山爹姑,美洲致公堂與大同報
North America,United States 美國,California,,San Jose,山多些,美洲致公堂與大同報
North America,United States 美國,California,,San Luis Obispo,山垒比市陟,美洲致公堂與大同報
North America,United States 美國,California,,San Mateo,山多酒,美洲致公堂與大同報
North America,United States 美國,California,,Santa Barbara,山打巴罅,美洲致公堂與大同報
North America,United States 美國,California,,Santa Cruz,山古罗司,美洲致公堂與大同報
North America,United States 美國,California,,Tulare,都那利,美洲致公堂與大同報
North America,United States 美國,California,,Watsonville,屈臣委利,美洲致公堂與大同報
North America,United States 美國,Colorado,,Denver,典化,美洲致公堂與大同報
North America,United States 美國,Connecticut,,Hartford,哈佛,美洲致公堂與大同報
North America,United States 美國,District of Columbia,,Washington,华盛顿,美洲致公堂與大同報
North America,United States 美國,Florida,,Jacksonville,昃臣委,美洲致公堂與大同報
North America,United States 美國,Georgia,,Savannah,士湾拿,美洲致公堂與大同報
North America,United States 美國,Idaho,,Nampa,南巴,美洲致公堂與大同報
North America,United States 美國,Illinois,,Chicago,芝加古,美洲致公堂與大同報
North America,United States 美國,Indiana,,Indianapolis,茵陈答步士,美洲致公堂與大同報
North America,United States 美國,Louisiana,,New Orleans,纽柯连,美洲致公堂與大同報
North America,United States 美國,Maryland,,Baltimore,波地么,美洲致公堂與大同報
North America,United States 美國,Massachusetts,,Boston,波士顿,美洲致公堂與大同報
North America,United States 美國,Massachusetts,,Springfield,士丙非,美洲致公堂與大同報
North America,United States 美國,Michigan,,Detroit,地彩,美洲致公堂與大同報
North America,United States 美國,Minnesota,,St. Paul,胜普,美洲致公堂與大同報
North America,United States 美國,South Carolina,,Columbia,哥林比亚,美洲致公堂與大同報
North America,United States 美國,Missouri,,Kansas City,恳士斯地,美洲致公堂與大同報
North America,United States 美國,Missouri,,St. Louis,圣垒,美洲致公堂與大同報
North America,United States 美國,Montana,,Butte,猫失地,美洲致公堂與大同報
North America,United States 美國,Montana,,Helena,气连打,美洲致公堂與大同報
North America,United States 美國,Nebraska,,Omaha,柯未贺,美洲致公堂與大同報
North America,United States 美國,Nevada,,Reno,李糯,美洲致公堂與大同報
North America,United States 美國,Nevada,,Winnemucca,委林墨,美洲致公堂與大同報
North America,United States 美國,New Mexico,,Silver City,水路花斯地,美洲致公堂與大同報
North America,United States 美國,New York,,Buffalo,保夫庐,美洲致公堂與大同報
North America,United States 美國,Ohio,,Cincinnati,先行拿打,美洲致公堂與大同報
